Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Purchase Date,Ship Date,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Discount Amount,Cost Price,Sale Price
North America,Pennsylvania,Williamsport,CK Tech Store,2,Acer,Swift 3,HDD,4GB,1TB,Cheryl,Smith,(934)546-8436,mitchellnathan@example.com,Julia Dodson,Second-hand Sales,Finance,44879,44891,Online,Medium,0,841,27487,30561,646,737,24427,29105
North America,North Carolina,Chapel Hill,ABC Computers,5,Dell,Precision,SSD,4GB,256GB,Christopher,Olsen,796-095-7216,hmiller@example.net,Tamara Clark,New Sales,Bank Transfer,45288,N/A,Offline,High,0,542,26350,0,737,895,24929,27529
North America,Texas,Lubbock,GHI Machines,1,Asus,ExpertBook B9,HDD,2GB,256GB,Nicholas,Walker,(424)800-2892x8437,qcox@example.com,Lori Washington,New Sales,Finance,44523,44552,Online,High,0,229,23004,28672,667,595,20848,25633
North America,New York,Hempstead,GHI Machines,4,Toshiba,Portege,HDD,4GB,500GB,Jamie,Young,+1-895-293-1110x692,rachel55@example.net,Ashley Miranda,Repairs,Bank Transfer,44293,N/A,Offline,Medium,2431,52,29331,0,580,580,26169,30324
Africa,Nigeria,Zamfara,Frankies Hardware and Software,2,Dell,Inspiron,HDD,2GB,500GB,Daniel,Baker,923.144.0413x8878,ashley60@example.net,Mary Shaw,Second-hand Sales,Finance,44796,N/A,Offline,Medium,0,846,31192,6905,697,790,26650,31245
Africa,Kenya,Nakuru,Greens Laptops and PCs,4,Apple,Apple Macintosh Classic,SSD,4GB,500GB,Michael,Boyer,7632953099,berrydavid@example.org,Kenneth Moore,New Sales,Cash,44650,N/A,Offline,High,0,422,11234,0,841,82,10268,12489
Africa,Angola,Cabinda,ABC Computers,6,Asus,ROG Zephyrus S GX701,SSD,16GB,256GB,Tamara,Smith,(069)550-2716x001,gutierrezwesley@example.org,Aaron Thomas,Returns,Cash,44622,44639,Online,High,0,496,20215,0,522,180,20012,22172
North America,Ohio,Dayton,XYZ Tech,4,Asus,Chromebook Flip C434,SSD,2GB,1TB,Tiffany,Crosby,756-782-3200x47921,stephaniejohnson@example.net,Ann Johnson,New Sales,Bank Transfer,45180,45183,Online,Medium,0,817,24839,0,673,321,23960,27866
North America,New York,Niagara Falls,GH PC Shop,8,Apple,Apple Power Mac G5,HDD,16GB,256GB,Thomas,Lopez,+1-227-231-4207x9657,thomasmiller@example.net,John Lee,Repairs,Bank Transfer,45123,45144,Online,Low,4152,841,8456,0,657,479,4450,9329
Africa,Angola,Cunene,Jacks Hardware,7,Microsoft,Surface Duo,HDD,4GB,1TB,Judith,Brock,001-196-652-3931,darryljefferson@example.org,Cassidy Mason,New Sales,Cash,44440,44441,Online,Low,0,762,20709,0,692,215,18933,22242
Africa,South Africa,Gauteng,GHI Machines,3,Lenovo,ThinkPad X1 Carbon,SSD,8GB,256GB,April,Coleman,329-757-9917x3533,phillipslauren@example.com,Pamela Zavala,Repairs,Finance,45313,45322,Online,High,2804,590,24032,15943,710,134,20296,24358
North America,Illinois,Peoria,CK Tech Store,2,Microsoft,Surface Studio,HDD,2GB,500GB,Allen,Martinez,226.283.7605x426,janeoconnor@example.org,Kathleen Robinson,Repairs,Bank Transfer,45069,45087,Online,Medium,4828,532,28599,0,708,297,28266,31335
Africa,Nigeria,Taraba,LJ Computers,7,MSI,Alpha 15,HDD,4GB,1TB,Matthew,Bell,5371060114,paige12@example.org,Lisa Morgan,Second-hand Sales,Finance,44951,N/A,Offline,Medium,0,530,21777,33090,787,217,19987,23475
Africa,Tanzania,Kagera,Ricks Computers,9,Dell,Inspiron,SSD,8GB,1TB,Alejandro,Howell,(751)037-0071,alvarezlaura@example.org,Jennifer Morales,Second-hand Sales,Finance,44401,N/A,Offline,High,0,924,5235,43990,749,465,3511,5753
North America,Pennsylvania,Philadelphia,Ricks Computers,7,Microsoft,Surface Studio,SSD,8GB,256GB,Jesse,Mora,(542)083-8973x968,gonzalezcourtney@example.net,Michael Smith,Returns,Finance,44371,N/A,Offline,Medium,0,359,8429,30310,767,563,7739,12223
North America,Georgia,Columbus,ABC Computers,7,Microsoft,Surface Hub,SSD,16GB,500GB,Melissa,Oliver,864.712.9837x86737,kimberly54@example.org,Michael Collins,Second-hand Sales,Cash,44456,44483,Online,High,0,941,12393,0,697,336,11335,14143
North America,New York,Niagara Falls,GH PC Shop,6,Lenovo,IdeaCentre AIO 3,HDD,8GB,256GB,Matthew,Montgomery,476-478-9077,gordonkaren@example.org,Kelsey Olson,Second-hand Sales,Finance,45267,45282,Online,Medium,0,418,24995,34107,832,464,22304,25207
North America,Pennsylvania,Johnstown,Greens Laptops and PCs,8,Apple,Apple PowerBook G4,SSD,16GB,256GB,Christine,Krause,(840)932-7614x8281,clarkmary@example.com,Leah Watts,Second-hand Sales,Bank Transfer,44805,44828,Online,Low,0,748,19174,0,827,368,18157,22884
Africa,Ethiopia,Tigray,A & A PCs,9,Acer,Aspire 5,HDD,8GB,500GB,Christopher,Spencer,190.337.3331x82324,tinablevins@example.org,Michael Summers,Returns,Finance,45019,N/A,Offline,High,0,908,8786,24103,551,730,6312,8813
North America,Florida,Lakeland,A & A PCs,5,Samsung,Notebook Flash,SSD,4GB,256GB,Erica,Stewart,191-982-6331x34398,michael65@example.net,Rachel Rowe,Second-hand Sales,Bank Transfer,44535,44560,Online,High,0,445,9191,0,432,408,6739,9741
North America,Florida,Fort Lauderdale,XYZ Tech,9,Samsung,Notebook Odyssey,HDD,16GB,500GB,Ashley,Morton,+1-222-629-6039x933,znelson@example.net,Alexis Murray,New Sales,Bank Transfer,45021,45050,Online,High,0,259,12217,0,517,220,7949,12408
North America,New York,Newburgh,Frankies Hardware and Software,8,Asus,VivoBook S14,HDD,2GB,500GB,Alyssa,Taylor,+1-399-984-6620x93100,michael62@example.com,Gabrielle Patterson,Repairs,Finance,44524,N/A,Offline,Low,4309,468,33259,46181,579,224,29870,34546
North America,Ohio,Dublin,DEF Machines,1,Lenovo,ThinkPad X1 Carbon,SSD,16GB,256GB,David,Davis,(190)844-3633x726,calvinbrown@example.org,Melissa Fernandez,Repairs,Finance,45026,N/A,Offline,Low,3253,960,21554,49196,689,332,19197,24139
Africa,Ethiopia,Somali,GHI Machines,5,HP,Pavilion,SSD,16GB,1TB,Andrea,Watson,(288)686-1592x9298,braundonald@example.net,Rachel Guerrero,New Sales,Bank Transfer,45082,45091,Online,Low,0,592,27014,0,689,843,25492,29126
Africa,Tanzania,Mara,CK Tech Store,8,HP,Envy,HDD,2GB,500GB,Nancy,Ruiz,+1-873-304-4647x36705,ocannon@example.net,Mary Fisher,Second-hand Sales,Bank Transfer,44357,N/A,Offline,High,0,907,31926,0,429,694,29854,32616
Africa,South Africa,Free State,ABC Computers,10,Samsung,Notebook Flash,SSD,2GB,256GB,Pamela,Peterson,7001869581,michaelfarmer@example.com,Jonathan Huang,Returns,Cash,44753,44761,Online,Low,0,432,18129,0,473,132,16852,20310
Africa,South Africa,KwaZulu-Natal,XYZ Tech,9,Apple,Apple MacBook Air,SSD,16GB,256GB,Shawn,Barnes,278-818-3549x0009,ddiaz@example.net,Thomas Barr,Returns,Finance,45333,45360,Online,Medium,0,254,16436,41755,578,886,15305,18919
Africa,Tanzania,Katavi,Mini Tech,8,Dell,Inspiron,SSD,2GB,1TB,April,Walker,001-334-461-7401,adamschristopher@example.org,Antonio Cobb,Second-hand Sales,Finance,44959,44974,Online,Low,0,945,27375,34363,708,434,26567,28587
Africa,Morocco,Nador,Mini Tech,7,Toshiba,Dynabook,SSD,4GB,500GB,Kimberly,Preston,(443)225-3391x26924,burtonlisa@example.net,Adam Schwartz,Repairs,Finance,45196,45209,Online,Medium,1914,356,16924,1342,724,148,15104,19546
North America,Georgia,Athens,Ricks Computers,10,Lenovo,Legion 5,HDD,4GB,1TB,Jacob,Castro,001-581-419-8104,allisonmartin@example.com,Ashley Thomas,Returns,Finance,44399,44401,Online,Low,0,897,17368,20934,779,315,16430,19122
Africa,Angola,Luanda,Jacks Hardware,9,Acer,Aspire 5,HDD,16GB,500GB,Michael,Yu,196.363.8635x22307,george31@example.com,James Thornton,New Sales,Cash,44354,44380,Online,Medium,0,847,26129,0,426,163,24401,29365
Africa,Tanzania,Kagera,A & A PCs,9,Toshiba,Portege,HDD,16GB,256GB,Jeffery,Murphy,+1-928-983-3000x52294,jeffrey64@example.org,Mitchell Atkins,Second-hand Sales,Finance,44656,N/A,Offline,Medium,0,791,30404,43452,458,356,29189,33734
Africa,Nigeria,Taraba,DEF Machines,10,Acer,Predator Helios 300,SSD,16GB,1TB,Alice,Rodriguez,(525)873-2335x51328,kenneth00@example.org,Pamela Morgan,Second-hand Sales,Finance,44659,N/A,Offline,Medium,0,807,29860,3320,706,366,28956,32103
North America,Illinois,Waukegan,KyaSand Tech Gadgets,6,Toshiba,Qosmio,SSD,8GB,256GB,Samantha,Harris,206-615-9502x973,jeanette58@example.org,Jason Phillips,Returns,Bank Transfer,45202,N/A,Offline,High,0,460,23973,0,753,148,23321,26104
Africa,Botswana,Kweneng,S & A Computer Place,4,HP,Omen,HDD,16GB,500GB,Mark,Chavez,182898443,cisnerosmark@example.net,Melissa Dunn,New Sales,Bank Transfer,45014,N/A,Offline,Low,0,240,30217,0,772,914,29799,32610
Africa,Nigeria,Yobe,Frankies Hardware and Software,4,Acer,Spin 5,SSD,4GB,256GB,Sherri,Brown,741-084-6944,rossandres@example.net,Brian Gonzales,New Sales,Cash,44518,44525,Online,Low,0,681,22398,0,412,768,20255,23215
Africa,Ghana,Upper East,A & A PCs,8,Toshiba,Chromebook,SSD,2GB,256GB,Joseph,Peterson,(741)334-3237x527,laura60@example.net,Kevin Lee,Repairs,Bank Transfer,44508,44511,Online,High,1077,172,20942,0,435,164,20088,23426
Africa,Kenya,Nyandarua,Ricks Computers,10,Dell,Inspiron,SSD,2GB,256GB,Sarah,Summers,001-813-096-9266,kthomas@example.com,Jason Robinson,Returns,Cash,44293,44312,Online,Medium,0,731,8961,0,569,420,8485,11982
North America,Michigan,Troy,A & A PCs,10,Acer,Spin 5,SSD,8GB,256GB,Anthony,Brown,535.550.8409x2751,meganhenderson@example.net,Elizabeth Martinez,Second-hand Sales,Bank Transfer,44992,N/A,Offline,Medium,0,21,16376,0,444,661,15905,20737
Africa,Egypt,North Sinai,GHI Machines,10,MSI,GS66 Stealth,SSD,4GB,256GB,Amanda,Cox,749.957.7670x65824,rojasjerry@example.com,Kelly Christian,Repairs,Cash,44985,N/A,Offline,Low,3960,168,16508,0,411,795,13934,18856
North America,Illinois,Berwyn,KyaSand Tech Gadgets,2,Samsung,Galaxy Chromebook 2,HDD,2GB,1TB,Eric,Davis,872.456.3596,mjuarez@example.org,Jason Phillips,Returns,Cash,44752,N/A,Offline,Low,0,274,9540,0,692,414,7882,10854
North America,New York,Hempstead,CK Tech Store,6,Microsoft,Surface Pro,HDD,4GB,1TB,Benjamin,Vasquez,(530)451-3655x5213,allisonpark@example.net,Gabrielle Patterson,Repairs,Cash,44607,N/A,Offline,High,2682,420,23087,0,610,911,22582,25582
North America,California,Modesto,Western International PCs,1,Microsoft,Surface Laptop,HDD,16GB,1TB,Jessica,Madden,119.075.0631x295,fstone@example.com,Alyssa Martinez,Second-hand Sales,Cash,45345,45353,Online,High,0,278,27267,0,610,413,25912,28743
Africa,South Africa,Northern Cape,CK Tech Store,7,MSI,GL65 Leopard,SSD,8GB,256GB,William,Miller,(132)313-1268,burkecollin@example.org,Mark Landry,Repairs,Finance,44326,44354,Online,High,4059,474,27919,75,561,299,26827,29015
Africa,Nigeria,Taraba,Greens Laptops and PCs,6,Dell,Chromebook,HDD,4GB,1TB,Matthew,Fisher,615.438.2527x69532,torresjennifer@example.org,Timothy Leach,New Sales,Bank Transfer,45199,N/A,Offline,Low,0,474,9967,0,578,638,8273,10504
North America,Pennsylvania,Harrisburg,KyaSand Tech Gadgets,1,Microsoft,Surface Book,HDD,8GB,500GB,Theresa,Edwards,(384)995-2307x856,ishields@example.org,Carl Davis,Second-hand Sales,Cash,44735,44756,Online,Low,0,160,27827,0,802,754,27657,30736
Africa,Ghana,Northern,Benjis Tech,7,HP,Pavilion,SSD,4GB,256GB,Brian,Miller,001-096-151-9602x481,olsonshawn@example.com,Stephen Harmon,Second-hand Sales,Bank Transfer,44721,N/A,Offline,Low,0,658,13672,0,407,515,11418,14834
Africa,Botswana,Kgalagadi,A & A PCs,3,Apple,Apple Macintosh SE,SSD,2GB,1TB,Keith,Santos,926.907.3640x412,michael28@example.org,Madison Davis,Returns,Finance,44593,N/A,Offline,Medium,0,336,30725,13136,663,735,29724,33375
Africa,Kenya,Taita-Taveta,GH PC Shop,10,Lenovo,ThinkPad X13 Yoga,HDD,8GB,1TB,William,Schultz,6143586383,davidcindy@example.net,Jason Robinson,New Sales,Finance,44742,44754,Online,Low,0,415,12842,26626,710,34,9781,13532
North America,California,Oceanside,Greens Laptops and PCs,6,MSI,GP76 Leopard,HDD,8GB,1TB,Laura,Rodriguez,001-123-130-7065x0109,walkeraustin@example.com,Alyssa Martinez,New Sales,Bank Transfer,44863,44885,Online,High,0,188,19184,0,536,167,15392,20262
North America,Illinois,Des Plaines,Jacks Hardware,9,HP,Envy,SSD,16GB,1TB,Dale,Fowler,-7656,heathergallegos@example.net,Katie Fernandez,Second-hand Sales,Finance,44947,44969,Online,Low,0,24,15313,16336,539,84,14107,16333
North America,North Carolina,High Point,ABC Computers,3,Acer,ConceptD 5,SSD,16GB,1TB,Christopher,Baker,001-264-859-2771,jacobbeck@example.org,Brady Walton,New Sales,Bank Transfer,44479,N/A,Offline,Low,0,946,12677,0,523,360,9929,13188
North America,California,Bakersfield,A & A PCs,9,Asus,ZenBook Flip S UX371,HDD,8GB,256GB,Dennis,Durham,001-997-839-5011x516,gregory55@example.net,Ryan Bradley,Repairs,Bank Transfer,44530,44547,Online,Medium,4073,23,9194,0,625,948,8891,12270
North America,Florida,Jacksonville,Jacks Hardware,7,Microsoft,Surface Pro,HDD,2GB,256GB,Christina,Bowers,938-467-6316x3247,johnzamora@example.com,Richard Patterson,Second-hand Sales,Cash,45242,45264,Online,Low,0,688,24485,0,597,196,22125,25171
Africa,Ethiopia,Oromia,CK Tech Store,6,HP,Probook,HDD,4GB,1TB,Diana,White,(383)300-0001x674,xford@example.net,Michael Summers,Returns,Finance,44427,44435,Online,Low,0,872,11675,38464,831,48,11247,13836
North America,North Carolina,Durham,Jacks Hardware,2,MSI,GP76 Leopard,SSD,16GB,500GB,Travis,Petty,827-917-6392x23889,frederick52@example.org,Eric Hall,Repairs,Cash,44770,N/A,Offline,Medium,2581,924,9122,0,525,120,8823,12237
North America,Michigan,Muskegon,A & A PCs,6,Dell,XPS,HDD,8GB,256GB,Debra,Dillon,008-485-6787x1796,theresamoore@example.net,Elizabeth Martinez,New Sales,Bank Transfer,44983,N/A,Offline,Low,0,665,11908,0,699,47,9994,12690
Africa,Botswana,North-West,ABC Computers,1,HP,Omen,HDD,8GB,500GB,John,Green,(907)095-6105,michealhorton@example.net,Carrie Gonzalez,Second-hand Sales,Finance,44780,N/A,Offline,High,0,259,28683,30636,755,791,28316,30375
Africa,Botswana,Kgatleng,GH PC Shop,8,Toshiba,Chromebook,HDD,4GB,500GB,Tara,Anderson,(940)594-0349x62067,cobbwilliam@example.net,Sarah Riley,Returns,Bank Transfer,44418,44431,Online,Medium,0,314,26247,0,648,194,26218,30568
North America,North Carolina,Jacksonville,GHI Machines,3,Samsung,Notebook Flash,SSD,16GB,1TB,Stephanie,Oliver,(814)656-2790x309,garzamichael@example.org,Calvin Rich,Repairs,Bank Transfer,44731,N/A,Offline,High,2350,458,12973,0,453,727,9201,13744
North America,Ohio,Youngstown,Jacks Hardware,2,Asus,VivoBook S14,HDD,8GB,256GB,Andrea,Hampton,761-833-7114x625,andrea06@example.com,Erin Tucker,New Sales,Cash,45170,45180,Online,High,0,581,11972,0,590,106,8036,12923
Africa,Egypt,Beni Suef,DEF Machines,6,Asus,ZenBook UX425,HDD,4GB,500GB,Margaret,Peterson,001-995-878-7582x948,dsullivan@example.com,Jeffrey Nelson,Second-hand Sales,Bank Transfer,44917,44927,Online,Low,0,80,18188,0,632,521,17111,20796
Africa,Nigeria,Kaduna,Jacks Hardware,2,Microsoft,Surface Neo,SSD,4GB,1TB,Diane,Tate,2387746189,rwright@example.com,Collin Bryant,Second-hand Sales,Finance,45073,45086,Online,Low,0,111,23011,25526,796,259,20797,23928
Africa,Nigeria,Gombe,ABC Computers,10,Apple,Apple MacBook Pro,HDD,8GB,256GB,Christopher,Evans,018-908-4942x64789,rjimenez@example.org,Diana Waters,New Sales,Cash,45277,45291,Online,Low,0,20,16875,0,515,45,15871,18619
Africa,Ethiopia,Somali,DEF Machines,8,HP,Probook,HDD,16GB,500GB,Sherri,Ramirez,609-551-2327,hnguyen@example.org,Rachel Guerrero,Returns,Bank Transfer,45327,45357,Online,Medium,0,301,20197,0,416,503,16377,20525
North America,Texas,Arlington,KyaSand Tech Gadgets,4,Microsoft,Surface Book,SSD,2GB,1TB,Jared,Black,+1-453-992-1131x0679,rfletcher@example.net,Lori Washington,New Sales,Bank Transfer,44487,44506,Online,Low,0,498,31202,0,715,98,29059,33474
North America,California,Riverside,Western International PCs,8,Asus,VivoBook Flip 14,HDD,4GB,500GB,Adam,Cruz,178-049-7525x1553,joseph09@example.org,Sean Rodriguez,Second-hand Sales,Cash,45099,N/A,Offline,High,0,195,11806,0,841,579,11639,15001
North America,California,Moreno Valley,Mini Tech,10,Dell,Vostro,SSD,8GB,256GB,Eric,Turner,001-964-901-6351,thomas61@example.com,Rachel Mitchell,New Sales,Finance,45282,45312,Online,High,0,643,8705,25139,673,920,7574,10711
Africa,South Africa,Gauteng,Frankies Hardware and Software,7,Asus,VivoBook S14,HDD,16GB,256GB,Kathleen,Hernandez,322-483-6759,lucaslaurie@example.net,Jonathan Huang,Returns,Cash,44951,44975,Online,Medium,0,675,14053,0,423,872,13684,15885
Africa,Kenya,Tharaka-Nithi,GHI Machines,5,Asus,ExpertBook B9,SSD,4GB,500GB,Jeffrey,Gutierrez,-8939,nelsonjoshua@example.net,Tonya Nolan,Second-hand Sales,Finance,44903,44920,Online,Low,0,788,17028,7833,522,805,14532,19032
Africa,Tanzania,Njombe,A & A PCs,1,Microsoft,Surface Go,SSD,8GB,256GB,Jeremy,Flowers,(971)929-5585,ryanjoseph@example.org,Antonio Cobb,New Sales,Cash,45116,N/A,Offline,High,0,52,17644,0,778,58,15107,17812
North America,Florida,Port St. Lucie,GHI Machines,7,Asus,ZenBook UX425,HDD,16GB,256GB,Brittany,Henderson,387.663.4397x6657,barbara95@example.net,Richard Patterson,Returns,Cash,44919,N/A,Offline,Low,0,864,15967,0,463,254,14323,19224
North America,Illinois,Hoffman Estates,Benjis Tech,10,Toshiba,Satellite,SSD,2GB,256GB,Shane,Williams,544.773.8949,ronald44@example.org,Ashley Jones,Repairs,Cash,44575,44581,Online,Medium,2986,606,8225,0,618,679,4169,8874
Africa,Ghana,Ashanti,DEF Machines,5,Asus,ROG Strix Scar III,HDD,4GB,256GB,Derek,Brooks,333-964-8600,daniellewest@example.org,Jessica Morgan,Second-hand Sales,Cash,44399,44411,Online,Medium,0,954,6910,0,516,134,5397,8047
North America,North Carolina,Charlotte,S & A Computer Place,6,MSI,Alpha 15,HDD,8GB,256GB,Becky,Logan,-2462,john20@example.com,Calvin Rich,Second-hand Sales,Cash,44893,N/A,Offline,Medium,0,456,6384,0,552,582,3354,7472
North America,Texas,Arlington,Western International PCs,5,Samsung,Notebook 9,SSD,2GB,256GB,David,Watkins,(459)196-1518x0659,mschwartz@example.org,Laurie Wright,Repairs,Bank Transfer,45299,N/A,Offline,Low,4296,709,5603,0,626,785,4875,9811
North America,Pennsylvania,Reading,Greens Laptops and PCs,9,Apple,Apple Power Mac G5,SSD,2GB,256GB,Lori,Meyer,(494)848-0639x202,tylerjoseph@example.net,Julia Dodson,Second-hand Sales,Bank Transfer,44590,44610,Online,High,0,502,10100,0,508,498,7905,10307
North America,California,Chula Vista,Mini Tech,5,Asus,ROG Zephyrus S GX701,HDD,16GB,256GB,Kelly,Wilson,(436)925-6158x39513,daniellehurst@example.com,Ryan Bradley,Second-hand Sales,Cash,44435,N/A,Offline,High,0,64,21720,0,427,485,20222,22331
Africa,Botswana,North-West,Mini Tech,1,Lenovo,IdeaCentre AIO 3,SSD,16GB,1TB,Amber,Alexander,837.395.7749x466,williamsross@example.net,Sarah Riley,Repairs,Finance,45103,N/A,Offline,High,1939,595,5961,15564,613,431,5743,8630
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",KyaSand Tech Gadgets,5,Lenovo,IdeaCentre AIO 3,SSD,2GB,256GB,Nicholas,Li,(886)035-3484x57623,lcastillo@example.net,Christopher Nicholson,Repairs,Finance,44547,44556,Online,Low,1736,437,27346,28686,603,755,24720,28673
North America,Georgia,Albany,Greens Laptops and PCs,3,Microsoft,Surface Studio,SSD,2GB,1TB,Gary,Bolton,700178338,gdominguez@example.org,Michael Turner,New Sales,Finance,44757,N/A,Offline,High,0,151,29878,34812,592,923,26043,30565
North America,Texas,El Paso,GHI Machines,5,Acer,Nitro 5,HDD,8GB,500GB,Pamela,Kennedy,294-761-1900x953,heathercarroll@example.com,Michael Koch,Second-hand Sales,Cash,44709,N/A,Offline,Medium,0,606,22321,0,585,548,21624,24001
Africa,Ethiopia,Amhara,CK Tech Store,9,Asus,ROG Strix Scar III,SSD,8GB,256GB,Michelle,Morgan,(357)774-4485x695,acostasteven@example.net,Christopher Nicholson,Returns,Cash,44722,44751,Online,High,0,838,19803,0,704,845,17137,20887
North America,Florida,Pembroke Pines,Greens Laptops and PCs,6,Apple,Apple Mac Pro,HDD,4GB,1TB,Sandra,Zuniga,9067467107,johnsonjesse@example.org,Mary Kidd,Second-hand Sales,Bank Transfer,44577,44605,Online,Low,0,929,20182,0,457,965,16634,20905
North America,Illinois,Tinley Park,DEF Machines,2,Acer,ConceptD 5,HDD,2GB,256GB,Justin,Reynolds,(532)426-4153,acevedodebbie@example.org,Curtis Tucker,Returns,Finance,45320,45336,Online,Medium,0,419,15114,31731,561,339,14939,19579
North America,California,Fremont,ABC Computers,9,Samsung,Galaxy Chromebook 2,HDD,16GB,256GB,Ashley,Moody,607.070.4769x66651,brandi44@example.com,Alyssa Martinez,Returns,Finance,44939,N/A,Offline,High,0,868,18190,45363,444,762,15108,18955
North America,Pennsylvania,Altoona,Jacks Hardware,3,MSI,GS75 Stealth,HDD,8GB,1TB,Rachel,Nelson,001-690-113-4713x570,markgarcia@example.net,Nathan Villarreal,Returns,Finance,44372,44398,Online,Low,0,216,25357,21794,508,145,22569,25396
North America,New York,Saratoga Springs,Western International PCs,2,Samsung,Galaxy Book S,HDD,4GB,1TB,Roger,Garcia,001-722-018-5930x016,sarah12@example.net,John Lee,Repairs,Cash,44533,44535,Online,Low,3218,463,19280,0,513,724,18778,23095
Africa,Ghana,Ashanti,ABC Computers,2,Acer,Spin 5,SSD,2GB,1TB,Jordan,Weber,1806545454,fernando83@example.net,Krista Wu,New Sales,Bank Transfer,44515,44520,Online,Low,0,902,13672,0,622,47,11345,15214
Africa,Tanzania,Njombe,S & A Computer Place,9,Lenovo,ThinkPad T14,HDD,2GB,500GB,Heidi,Smith,56062752,ericanderson@example.net,Alicia Evans,New Sales,Finance,44429,N/A,Offline,Medium,0,922,29580,2743,657,680,29296,31729
North America,California,Fremont,Ricks Computers,3,Samsung,Galaxy Book S,SSD,2GB,1TB,Amy,Lopez,906-474-7356,michaelmartinez@example.org,Andrew Miranda,Returns,Cash,45143,45164,Online,Medium,0,814,24882,0,483,925,22624,27301
Africa,Egypt,Asyut,Western International PCs,1,HP,Elitebook,SSD,2GB,256GB,Michael,Lopez,(207)847-4621x0009,russellcynthia@example.net,Diana Owens,New Sales,Bank Transfer,45022,45042,Online,Medium,0,732,20911,0,599,682,17223,21419
North America,Michigan,East Lansing,Ricks Computers,7,Microsoft,Surface Studio,SSD,8GB,500GB,Elizabeth,Rivers,095-453-4578,kellybell@example.org,Tiffany Velez,Repairs,Bank Transfer,44671,44678,Online,High,1930,75,20801,0,494,247,19140,23180
